date,sku,region,units_sold,weather,event,buzz_score
2023-02-16,SKU_C,North,97,hot,sports,73
2023-02-16,SKU_A,South,81,rainy,concert,9
2023-02-16,SKU_B,South,39,sunny,none,41
2023-02-16,SKU_C,South,67,sunny,none,56
2023-02-16,SKU_A,East,94,hot,concert,22
2023-02-16,SKU_B,East,72,cold,none,29
2023-02-16,SKU_C,East,78,rainy,sports,18
2023-02-16,SKU_A,West,66,sunny,sports,34
2023-02-16,SKU_B,West,75,cold,sports,22
2023-02-16,SKU_C,West,60,rainy,sports,85
2023-02-17,SKU_A,North,49,hot,sports,48
2023-02-17,SKU_B,North,103,cold,sports,13
2023-02-17,SKU_C,North,91,rainy,concert,52
2023-02-17,SKU_A,South,66,sunny,sports,31
2023-02-17,SKU_B,South,78,sunny,none,42
2023-02-17,SKU_C,South,55,hot,none,37
2023-02-17,SKU_A,East,103,cold,sports,93
2023-02-17,SKU_B,East,57,hot,concert,27
2023-02-17,SKU_C,East,46,rainy,sports,5
2023-02-17,SKU_A,West,56,hot,concert,37
2023-02-17,SKU_B,West,35,hot,sports,24
2023-02-17,SKU_C,West,99,rainy,concert,74
2023-02-18,SKU_A,North,70,hot,sports,67
2023-02-18,SKU_B,North,55,rainy,sports,44
2023-02-18,SKU_C,North,76,cold,concert,62
2023-02-18,SKU_A,South,64,sunny,sports,59
2023-02-18,SKU_B,South,68,hot,none,98
2023-02-18,SKU_C,South,75,hot,sports,70
2023-02-18,SKU_A,East,57,sunny,none,48
2023-02-18,SKU_B,East,85,sunny,none,93
2023-02-18,SKU_C,East,50,rainy,sports,81
2023-02-18,SKU_A,West,25,cold,none,10
2023-02-18,SKU_B,West,55,cold,concert,13
2023-02-18,SKU_C,West,80,sunny,concert,74
2023-02-19,SKU_A,North,88,cold,concert,17
2023-02-19,SKU_B,North,55,rainy,none,67
2023-02-19,SKU_C,North,61,sunny,sports,60
2023-02-19,SKU_A,South,80,sunny,sports,1
2023-02-19,SKU_B,South,88,sunny,concert,37
2023-02-19,SKU_C,South,62,cold,concert,8
2023-02-19,SKU_A,East,69,cold,none,16
2023-02-19,SKU_B,East,59,hot,concert,95
2023-02-19,SKU_C,East,71,cold,sports,34
2023-02-19,SKU_A,West,53,sunny,concert,17
2023-02-19,SKU_B,West,115,cold,concert,85
2023-02-19,SKU_C,West,21,hot,none,44
2023-02-20,SKU_A,North,27,cold,none,52
2023-02-20,SKU_B,North,78,cold,sports,94
2023-02-20,SKU_C,North,40,cold,concert,6
2023-02-20,SKU_A,South,55,cold,sports,63
2023-02-20,SKU_B,South,45,sunny,concert,39
2023-02-20,SKU_C,South,53,hot,concert,42
2023-02-20,SKU_A,East,45,hot,none,80
2023-02-20,SKU_B,East,65,hot,none,96
2023-02-20,SKU_C,East,35,sunny,none,37
2023-02-20,SKU_A,West,56,cold,none,49
2023-02-20,SKU_B,West,66,cold,none,69
2023-02-20,SKU_C,West,39,sunny,concert,32
2023-02-21,SKU_A,North,54,cold,none,20
2023-02-21,SKU_B,North,49,sunny,concert,65
2023-02-21,SKU_C,North,63,cold,none,18
2023-02-21,SKU_A,South,35,rainy,sports,32
2023-02-21,SKU_B,South,87,cold,sports,60
2023-02-21,SKU_C,South,37,hot,concert,43
2023-02-21,SKU_A,East,104,rainy,sports,69
2023-02-21,SKU_B,East,76,cold,sports,25
2023-02-21,SKU_C,East,41,hot,concert,37
2023-02-21,SKU_A,West,37,rainy,none,75
2023-02-21,SKU_B,West,92,cold,sports,10
2023-02-21,SKU_C,West,87,sunny,sports,13
2023-02-22,SKU_A,North,64,cold,none,27
2023-02-22,SKU_B,North,82,rainy,sports,40
2023-02-22,SKU_C,North,61,rainy,none,15
2023-02-22,SKU_A,South,85,hot,concert,37
2023-02-22,SKU_B,South,80,rainy,sports,79
2023-02-22,SKU_C,South,48,sunny,none,49
2023-02-22,SKU_A,East,61,rainy,none,62
2023-02-22,SKU_B,East,47,rainy,concert,25
2023-02-22,SKU_C,East,58,hot,sports,20
2023-02-22,SKU_A,West,40,rainy,sports,20
2023-02-22,SKU_B,West,73,sunny,sports,49
2023-02-22,SKU_C,West,43,sunny,none,31
2023-02-23,SKU_A,North,83,sunny,sports,8
2023-02-23,SKU_B,North,46,rainy,none,7
2023-02-23,SKU_C,North,69,cold,none,82
2023-02-23,SKU_A,South,71,rainy,sports,69
2023-02-23,SKU_B,South,69,rainy,concert,93
2023-02-23,SKU_C,South,91,hot,concert,23
2023-02-23,SKU_A,East,92,rainy,sports,44
2023-02-23,SKU_B,East,85,hot,sports,26
2023-02-23,SKU_C,East,51,rainy,none,14
2023-02-23,SKU_A,West,69,sunny,none,35
2023-02-23,SKU_B,West,28,sunny,none,3
2023-02-23,SKU_C,West,58,cold,concert,46
2023-02-24,SKU_A,North,37,rainy,concert,43
2023-02-24,SKU_B,North,74,sunny,none,69
2023-02-24,SKU_C,North,74,hot,concert,64
2023-02-24,SKU_A,South,54,rainy,none,18
2023-02-24,SKU_B,South,42,hot,concert,43
2023-02-24,SKU_C,South,43,hot,none,24
2023-02-24,SKU_A,East,35,cold,concert,21
2023-02-24,SKU_B,East,70,hot,none,17
2023-02-24,SKU_C,East,62,hot,sports,35
2023-02-24,SKU_A,West,48,hot,concert,86
2023-02-24,SKU_B,West,97,hot,sports,94
2023-02-24,SKU_C,West,33,hot,none,79
2023-02-25,SKU_A,North,50,sunny,sports,24
2023-02-25,SKU_B,North,87,sunny,sports,13
2023-02-25,SKU_C,North,38,hot,sports,40
2023-02-25,SKU_A,South,73,sunny,concert,11
2023-02-25,SKU_B,South,59,hot,sports,55
2023-02-25,SKU_C,South,66,hot,concert,71
2023-02-25,SKU_A,East,60,cold,none,87
2023-02-25,SKU_B,East,84,sunny,concert,34
2023-02-25,SKU_C,East,72,sunny,concert,67
2023-02-25,SKU_A,West,61,hot,concert,43
2023-02-25,SKU_B,West,56,rainy,none,37
2023-02-25,SKU_C,West,97,sunny,sports,70
2023-02-26,SKU_A,North,86,cold,none,62
2023-02-26,SKU_B,North,84,hot,none,94
2023-02-26,SKU_C,North,53,hot,concert,80
2023-02-26,SKU_A,South,83,hot,concert,42
2023-02-26,SKU_B,South,75,cold,none,62
2023-02-26,SKU_C,South,76,rainy,concert,50
2023-02-26,SKU_A,East,77,rainy,sports,55
2023-02-26,SKU_B,East,62,cold,concert,57
2023-02-26,SKU_C,East,35,rainy,none,50
2023-02-26,SKU_A,West,61,rainy,sports,87
2023-02-26,SKU_B,West,85,hot,sports,90
2023-02-26,SKU_C,West,68,hot,none,89
2023-02-27,SKU_A,North,52,hot,concert,80
2023-02-27,SKU_B,North,94,hot,concert,77
2023-02-27,SKU_C,North,49,sunny,concert,22
2023-02-27,SKU_A,South,66,sunny,none,58
2023-02-27,SKU_B,South,68,sunny,sports,78
2023-02-27,SKU_C,South,76,hot,none,57
2023-02-27,SKU_A,East,104,cold,concert,83
2023-02-27,SKU_B,East,61,cold,concert,22
2023-02-27,SKU_C,East,68,sunny,concert,80
2023-02-27,SKU_A,West,28,hot,none,53
2023-02-27,SKU_B,West,67,hot,concert,9
2023-02-27,SKU_C,West,40,cold,sports,42
2023-02-28,SKU_A,North,81,rainy,concert,95
2023-02-28,SKU_B,North,87,rainy,concert,39
2023-02-28,SKU_C,North,47,cold,concert,74
2023-02-28,SKU_A,South,59,cold,concert,32
2023-02-28,SKU_B,South,78,cold,none,93
2023-02-28,SKU_C,South,74,hot,sports,24
2023-02-28,SKU_A,East,91,hot,concert,20
2023-02-28,SKU_B,East,81,rainy,sports,56
2023-02-28,SKU_C,East,69,rainy,sports,50
2023-02-28,SKU_A,West,51,hot,sports,37
2023-02-28,SKU_B,West,80,cold,concert,19
2023-02-28,SKU_C,West,49,sunny,sports,37
2023-03-01,SKU_A,North,72,hot,sports,55
2023-03-01,SKU_B,North,67,cold,none,72
2023-03-01,SKU_C,North,77,sunny,concert,35
2023-03-01,SKU_A,South,72,hot,sports,47
2023-03-01,SKU_B,South,90,sunny,sports,86
2023-03-01,SKU_C,South,61,hot,none,42
2023-03-01,SKU_A,East,91,cold,concert,60
2023-03-01,SKU_B,East,63,sunny,none,25
2023-03-01,SKU_C,East,73,rainy,concert,74
2023-03-01,SKU_A,West,41,rainy,concert,28
2023-03-01,SKU_B,West,103,cold,sports,18
2023-03-01,SKU_C,West,70,sunny,concert,77
2023-03-02,SKU_A,North,59,sunny,concert,80
2023-03-02,SKU_B,North,89,cold,concert,50
2023-03-02,SKU_C,North,78,rainy,concert,6
2023-03-02,SKU_A,South,71,sunny,concert,48
2023-03-02,SKU_B,South,64,hot,none,32
2023-03-02,SKU_C,South,32,cold,none,90
2023-03-02,SKU_A,East,58,rainy,sports,10
2023-03-02,SKU_B,East,51,cold,none,4
2023-03-02,SKU_C,East,68,rainy,none,44
2023-03-02,SKU_A,West,37,hot,concert,41
2023-03-02,SKU_B,West,68,cold,none,41
2023-03-02,SKU_C,West,50,rainy,concert,42
2023-03-03,SKU_A,North,52,hot,sports,75
2023-03-03,SKU_B,North,83,rainy,sports,80
2023-03-03,SKU_C,North,78,cold,none,91
2023-03-03,SKU_A,South,47,hot,sports,17
2023-03-03,SKU_B,South,39,sunny,sports,11
2023-03-03,SKU_C,South,59,hot,none,49
2023-03-03,SKU_A,East,72,cold,none,23
2023-03-03,SKU_B,East,54,rainy,sports,51
2023-03-03,SKU_C,East,63,rainy,concert,81
2023-03-03,SKU_A,West,35,rainy,none,28
2023-03-03,SKU_B,West,86,sunny,none,96
2023-03-03,SKU_C,West,91,hot,sports,39
2023-03-04,SKU_A,North,86,cold,sports,34
2023-03-04,SKU_B,North,86,hot,sports,5
2023-03-04,SKU_C,North,30,hot,none,77
2023-03-04,SKU_A,South,62,sunny,sports,40
2023-03-04,SKU_B,South,44,cold,none,1
2023-03-04,SKU_C,South,65,rainy,concert,28
2023-03-04,SKU_A,East,84,cold,sports,83
2023-03-04,SKU_B,East,110,cold,concert,34
2023-03-04,SKU_C,East,46,rainy,sports,43
2023-03-04,SKU_A,West,65,rainy,none,45
2023-03-04,SKU_B,West,60,hot,concert,54
2023-03-04,SKU_C,West,70,cold,concert,7
2023-03-05,SKU_A,North,82,rainy,concert,82
2023-03-05,SKU_B,North,92,sunny,sports,1
2023-03-05,SKU_C,North,59,sunny,sports,87
2023-03-05,SKU_A,South,80,cold,concert,51
2023-03-05,SKU_B,South,48,hot,concert,54
2023-03-05,SKU_C,South,32,rainy,none,28
2023-03-05,SKU_A,East,67,hot,concert,62
2023-03-05,SKU_B,East,38,rainy,sports,44
2023-03-05,SKU_C,East,62,cold,concert,79
2023-03-05,SKU_A,West,102,sunny,concert,88
2023-03-05,SKU_B,West,74,cold,none,10
2023-03-05,SKU_C,West,74,rainy,concert,23
2023-03-06,SKU_A,North,44,rainy,none,76
2023-03-06,SKU_B,North,62,sunny,none,60
2023-03-06,SKU_C,North,51,rainy,none,84
2023-03-06,SKU_A,South,79,rainy,concert,74
2023-03-06,SKU_B,South,57,hot,none,53
2023-03-06,SKU_C,South,36,rainy,sports,34
2023-03-06,SKU_A,East,83,hot,sports,29
2023-03-06,SKU_B,East,100,cold,sports,63
2023-03-06,SKU_C,East,71,sunny,none,66
2023-03-06,SKU_A,West,53,sunny,concert,49
2023-03-06,SKU_B,West,98,cold,none,46
2023-03-06,SKU_C,West,67,hot,concert,59
2023-03-07,SKU_A,North,71,hot,none,65
2023-03-07,SKU_B,North,62,hot,none,21
2023-03-07,SKU_C,North,43,hot,sports,11
2023-03-07,SKU_A,South,60,sunny,sports,27
2023-03-07,SKU_B,South,94,cold,concert,61
2023-03-07,SKU_C,South,54,cold,sports,68
2023-03-07,SKU_A,East,42,cold,sports,17
2023-03-07,SKU_B,East,72,rainy,none,10
2023-03-07,SKU_C,East,74,rainy,none,19
2023-03-07,SKU_A,West,71,cold,concert,72
2023-03-07,SKU_B,West,63,hot,sports,57
2023-03-07,SKU_C,West,84,sunny,concert,72
2023-03-08,SKU_A,North,51,rainy,none,42
2023-03-08,SKU_B,North,112,cold,sports,44
2023-03-08,SKU_C,North,58,rainy,sports,16
2023-03-08,SKU_A,South,55,rainy,sports,98
2023-03-08,SKU_B,South,58,cold,concert,32
2023-03-08,SKU_C,South,67,cold,none,76
2023-03-08,SKU_A,East,83,cold,concert,87
2023-03-08,SKU_B,East,83,rainy,concert,46
2023-03-08,SKU_C,East,47,sunny,none,0
2023-03-08,SKU_A,West,61,hot,sports,43
2023-03-08,SKU_B,West,94,hot,concert,53
2023-03-08,SKU_C,West,46,sunny,concert,46
2023-03-09,SKU_A,North,71,rainy,concert,51
2023-03-09,SKU_B,North,67,hot,none,70
2023-03-09,SKU_C,North,27,cold,none,23
2023-03-09,SKU_A,South,87,sunny,concert,19
2023-03-09,SKU_B,South,87,hot,concert,46
2023-03-09,SKU_C,South,60,cold,sports,3
2023-03-09,SKU_A,East,73,rainy,sports,19
2023-03-09,SKU_B,East,76,hot,none,58
2023-03-09,SKU_C,East,52,cold,none,61
2023-03-09,SKU_A,West,84,rainy,sports,65
2023-03-09,SKU_B,West,85,cold,sports,43
2023-03-09,SKU_C,West,57,hot,concert,8
2023-03-10,SKU_A,North,72,hot,sports,96
2023-03-10,SKU_B,North,101,sunny,concert,71
2023-03-10,SKU_C,North,61,cold,none,58
2023-03-10,SKU_A,South,39,hot,concert,0
2023-03-10,SKU_B,South,61,sunny,concert,99
2023-03-10,SKU_C,South,36,rainy,none,91
2023-03-10,SKU_A,East,78,rainy,none,77
2023-03-10,SKU_B,East,88,hot,concert,0
2023-03-10,SKU_C,East,36,hot,none,73
2023-03-10,SKU_A,West,64,hot,none,24
2023-03-10,SKU_B,West,107,cold,concert,41
2023-03-10,SKU_C,West,73,hot,sports,58
2023-03-11,SKU_A,North,78,rainy,none,44
2023-03-11,SKU_B,North,64,cold,concert,50
2023-03-11,SKU_C,North,43,cold,none,12
2023-03-11,SKU_A,South,83,cold,concert,39
2023-03-11,SKU_B,South,69,hot,sports,86
2023-03-11,SKU_C,South,84,rainy,sports,47
2023-03-11,SKU_A,East,72,rainy,concert,15
2023-03-11,SKU_B,East,68,sunny,concert,5
2023-03-11,SKU_C,East,47,cold,concert,72
2023-03-11,SKU_A,West,60,rainy,sports,12
2023-03-11,SKU_B,West,63,rainy,sports,25
2023-03-11,SKU_C,West,84,cold,none,79
2023-03-12,SKU_A,North,102,hot,concert,92
2023-03-12,SKU_B,North,81,cold,concert,50
2023-03-12,SKU_C,North,63,sunny,none,68
2023-03-12,SKU_A,South,85,cold,none,89
2023-03-12,SKU_B,South,41,rainy,concert,23
2023-03-12,SKU_C,South,85,rainy,none,98
2023-03-12,SKU_A,East,68,cold,concert,72
2023-03-12,SKU_B,East,88,rainy,none,96
2023-03-12,SKU_C,East,56,cold,none,68
2023-03-12,SKU_A,West,64,hot,sports,59
2023-03-12,SKU_B,West,68,cold,none,51
2023-03-12,SKU_C,West,50,hot,sports,19
2023-03-13,SKU_A,North,80,cold,none,62
2023-03-13,SKU_B,North,56,sunny,sports,22
2023-03-13,SKU_C,North,69,sunny,sports,98
2023-03-13,SKU_A,South,59,sunny,sports,55
2023-03-13,SKU_B,South,74,sunny,concert,98
2023-03-13,SKU_C,South,77,sunny,sports,6
2023-03-13,SKU_A,East,65,hot,sports,76
2023-03-13,SKU_B,East,64,sunny,concert,51
2023-03-13,SKU_C,East,38,cold,concert,40
2023-03-13,SKU_A,West,58,hot,sports,85
2023-03-13,SKU_B,West,63,sunny,none,44
2023-03-13,SKU_C,West,76,hot,concert,78
2023-03-14,SKU_A,North,56,hot,concert,30
2023-03-14,SKU_B,North,82,cold,none,53
2023-03-14,SKU_C,North,93,cold,concert,53
2023-03-14,SKU_A,South,77,rainy,sports,21
2023-03-14,SKU_B,South,122,cold,concert,72
2023-03-14,SKU_C,South,88,sunny,concert,11
2023-03-14,SKU_A,East,43,cold,concert,13
2023-03-14,SKU_B,East,51,hot,sports,52
2023-03-14,SKU_C,East,74,cold,none,0
2023-03-14,SKU_A,West,53,hot,none,40
2023-03-14,SKU_B,West,54,cold,none,25
2023-03-14,SKU_C,West,67,hot,sports,8
2023-03-15,SKU_A,North,62,cold,concert,20
2023-03-15,SKU_B,North,59,hot,sports,50
2023-03-15,SKU_C,North,24,rainy,none,23
2023-03-15,SKU_A,South,94,hot,sports,16
2023-03-15,SKU_B,South,61,hot,sports,48
2023-03-15,SKU_C,South,48,cold,none,2
2023-03-15,SKU_A,East,68,sunny,concert,66
2023-03-15,SKU_B,East,27,hot,none,4
2023-03-15,SKU_C,East,52,sunny,concert,54
2023-03-15,SKU_A,West,103,sunny,sports,69
2023-03-15,SKU_B,West,35,hot,none,32
2023-03-15,SKU_C,West,65,rainy,none,18
2023-03-16,SKU_A,North,77,rainy,sports,80
2023-03-16,SKU_B,North,103,hot,sports,90
2023-03-16,SKU_C,North,36,rainy,concert,27
2023-03-16,SKU_A,South,87,cold,sports,85
2023-03-16,SKU_B,South,41,cold,none,59
2023-03-16,SKU_C,South,68,hot,sports,34
2023-03-16,SKU_A,East,57,sunny,concert,23
2023-03-16,SKU_B,East,65,rainy,none,82
2023-03-16,SKU_C,East,97,rainy,concert,92
2023-03-16,SKU_A,West,50,hot,none,1
2023-03-16,SKU_B,West,73,rainy,sports,28
2023-03-16,SKU_C,West,64,rainy,sports,59
2023-03-17,SKU_A,North,91,hot,concert,55
2023-03-17,SKU_B,North,48,sunny,none,10
2023-03-17,SKU_C,North,78,rainy,concert,15
2023-03-17,SKU_A,South,85,rainy,concert,82
2023-03-17,SKU_B,South,66,cold,none,62
2023-03-17,SKU_C,South,49,rainy,concert,77
2023-03-17,SKU_A,East,70,cold,concert,33
2023-03-17,SKU_B,East,76,rainy,concert,6
2023-03-17,SKU_C,East,31,sunny,none,93
2023-03-17,SKU_A,West,33,sunny,none,82
2023-03-17,SKU_B,West,93,hot,sports,78
2023-03-17,SKU_C,West,80,hot,concert,33
2023-03-18,SKU_A,North,99,cold,sports,78
2023-03-18,SKU_B,North,55,cold,concert,10
2023-03-18,SKU_C,North,92,hot,sports,5
2023-03-18,SKU_A,South,23,cold,none,48
2023-03-18,SKU_B,South,75,cold,concert,70
2023-03-18,SKU_C,South,83,cold,sports,9
2023-03-18,SKU_A,East,68,cold,concert,23
2023-03-18,SKU_B,East,58,rainy,none,97
2023-03-18,SKU_C,East,78,sunny,none,66
2023-03-18,SKU_A,West,89,rainy,concert,97
2023-03-18,SKU_B,West,71,sunny,none,75
2023-03-18,SKU_C,West,23,hot,none,39
2023-03-19,SKU_A,North,100,cold,sports,64
2023-03-19,SKU_B,North,42,hot,sports,2
2023-03-19,SKU_C,North,34,sunny,none,88
2023-03-19,SKU_A,South,72,rainy,none,43
2023-03-19,SKU_B,South,84,sunny,sports,17
2023-03-19,SKU_C,South,56,hot,sports,3
2023-03-19,SKU_A,East,64,cold,none,69
2023-03-19,SKU_B,East,85,sunny,none,89
2023-03-19,SKU_C,East,78,cold,concert,49
2023-03-19,SKU_A,West,49,sunny,none,41
2023-03-19,SKU_B,West,84,hot,sports,57
2023-03-19,SKU_C,West,35,cold,none,58
2023-03-20,SKU_A,North,37,hot,sports,43
2023-03-20,SKU_B,North,113,cold,concert,75
2023-03-20,SKU_C,North,92,cold,concert,28
2023-03-20,SKU_A,South,63,hot,concert,63
2023-03-20,SKU_B,South,71,hot,sports,88
2023-03-20,SKU_C,South,90,cold,sports,46
2023-03-20,SKU_A,East,91,sunny,concert,70
2023-03-20,SKU_B,East,61,cold,concert,10
2023-03-20,SKU_C,East,53,hot,concert,52
2023-03-20,SKU_A,West,69,rainy,sports,51
2023-03-20,SKU_B,West,35,sunny,concert,21
2023-03-20,SKU_C,West,89,sunny,sports,87
2023-03-21,SKU_A,North,68,sunny,none,40
2023-03-21,SKU_B,North,64,hot,sports,15
2023-03-21,SKU_C,North,37,hot,concert,51
2023-03-21,SKU_A,South,69,cold,none,81
2023-03-21,SKU_B,South,60,cold,sports,30
2023-03-21,SKU_C,South,62,rainy,concert,11
2023-03-21,SKU_A,East,57,rainy,sports,67
2023-03-21,SKU_B,East,103,rainy,concert,77
2023-03-21,SKU_C,East,93,cold,sports,56
2023-03-21,SKU_A,West,84,cold,sports,74
2023-03-21,SKU_B,West,53,rainy,sports,66
2023-03-21,SKU_C,West,75,sunny,none,76
2023-03-22,SKU_A,North,32,cold,none,19
2023-03-22,SKU_B,North,80,hot,sports,1
2023-03-22,SKU_C,North,98,sunny,concert,67
2023-03-22,SKU_A,South,49,cold,sports,95
2023-03-22,SKU_B,South,103,cold,concert,22
2023-03-22,SKU_C,South,47,hot,concert,12
2023-03-22,SKU_A,East,89,rainy,sports,81
2023-03-22,SKU_B,East,67,sunny,concert,15
2023-03-22,SKU_C,East,64,hot,sports,39
2023-03-22,SKU_A,West,69,sunny,none,52
2023-03-22,SKU_B,West,54,rainy,none,11
2023-03-22,SKU_C,West,43,rainy,none,34
2023-03-23,SKU_A,North,78,rainy,sports,51
2023-03-23,SKU_B,North,70,rainy,sports,73
2023-03-23,SKU_C,North,102,rainy,concert,99
2023-03-23,SKU_A,South,97,hot,sports,63
2023-03-23,SKU_B,South,21,rainy,none,3
2023-03-23,SKU_C,South,34,rainy,none,8
2023-03-23,SKU_A,East,57,cold,sports,29
2023-03-23,SKU_B,East,85,hot,concert,94
2023-03-23,SKU_C,East,41,hot,none,52
2023-03-23,SKU_A,West,66,sunny,sports,61
2023-03-23,SKU_B,West,34,hot,none,70
2023-03-23,SKU_C,West,78,hot,none,81
2023-03-24,SKU_A,North,80,rainy,sports,49
2023-03-24,SKU_B,North,48,sunny,none,71
2023-03-24,SKU_C,North,48,rainy,concert,2
2023-03-24,SKU_A,South,81,rainy,concert,51
2023-03-24,SKU_B,South,51,cold,none,33
2023-03-24,SKU_C,South,80,hot,sports,6
2023-03-24,SKU_A,East,64,hot,none,42
2023-03-24,SKU_B,East,75,rainy,concert,41
2023-03-24,SKU_C,East,87,sunny,none,68
2023-03-24,SKU_A,West,56,rainy,none,6
2023-03-24,SKU_B,West,82,hot,sports,19
2023-03-24,SKU_C,West,36,rainy,none,35
2023-03-25,SKU_A,North,81,hot,concert,62
2023-03-25,SKU_B,North,94,cold,none,38
2023-03-25,SKU_C,North,66,cold,sports,96
2023-03-25,SKU_A,South,46,cold,sports,20
2023-03-25,SKU_B,South,48,rainy,concert,38
2023-03-25,SKU_C,South,63,cold,concert,51
2023-03-25,SKU_A,East,64,rainy,sports,57
2023-03-25,SKU_B,East,82,hot,sports,23
2023-03-25,SKU_C,East,59,rainy,sports,5
2023-03-25,SKU_A,West,90,sunny,sports,70
2023-03-25,SKU_B,West,67,hot,sports,1
2023-03-25,SKU_C,West,77,rainy,sports,70
2023-03-26,SKU_A,North,36,rainy,concert,37
2023-03-26,SKU_B,North,76,sunny,none,61
2023-03-26,SKU_C,North,90,hot,concert,45
2023-03-26,SKU_A,South,61,rainy,none,57
2023-03-26,SKU_B,South,43,hot,sports,12
2023-03-26,SKU_C,South,43,hot,none,32
2023-03-26,SKU_A,East,25,rainy,none,1
2023-03-26,SKU_B,East,49,rainy,none,12
2023-03-26,SKU_C,East,91,cold,concert,24
2023-03-26,SKU_A,West,24,cold,none,5
2023-03-26,SKU_B,West,37,hot,sports,12
2023-03-26,SKU_C,West,65,hot,concert,53
2023-03-27,SKU_A,North,69,hot,concert,19
2023-03-27,SKU_B,North,40,rainy,none,61
2023-03-27,SKU_C,North,67,rainy,none,85
2023-03-27,SKU_A,South,68,hot,none,43
2023-03-27,SKU_B,South,95,cold,sports,33
2023-03-27,SKU_C,South,47,cold,none,36
2023-03-27,SKU_A,East,83,sunny,sports,55
2023-03-27,SKU_B,East,58,rainy,none,67
2023-03-27,SKU_C,East,93,hot,concert,71
2023-03-27,SKU_A,West,65,sunny,none,10
2023-03-27,SKU_B,West,70,cold,concert,76
2023-03-27,SKU_C,West,40,cold,sports,11
2023-03-28,SKU_A,North,103,sunny,concert,62
2023-03-28,SKU_B,North,85,cold,concert,14
2023-03-28,SKU_C,North,67,sunny,concert,30
2023-03-28,SKU_A,South,60,sunny,sports,81
2023-03-28,SKU_B,South,36,hot,none,79
2023-03-28,SKU_C,South,66,sunny,concert,36
2023-03-28,SKU_A,East,74,hot,concert,29
2023-03-28,SKU_B,East,95,cold,concert,12
2023-03-28,SKU_C,East,58,rainy,concert,7
2023-03-28,SKU_A,West,56,rainy,none,51
2023-03-28,SKU_B,West,84,cold,concert,35
2023-03-28,SKU_C,West,35,sunny,none,86
2023-03-29,SKU_A,North,65,rainy,sports,33
2023-03-29,SKU_B,North,72,sunny,concert,30
2023-03-29,SKU_C,North,88,hot,concert,99
2023-03-29,SKU_A,South,57,sunny,sports,13
2023-03-29,SKU_B,South,46,hot,concert,12
2023-03-29,SKU_C,South,58,sunny,concert,1
2023-03-29,SKU_A,East,87,hot,sports,5
2023-03-29,SKU_B,East,47,sunny,sports,95
2023-03-29,SKU_C,East,64,hot,none,50
2023-03-29,SKU_A,West,63,sunny,none,84
2023-03-29,SKU_B,West,82,hot,sports,99
2023-03-29,SKU_C,West,80,sunny,sports,52
2023-03-30,SKU_A,North,59,sunny,none,6
2023-03-30,SKU_B,North,78,sunny,none,25
2023-03-30,SKU_C,North,51,hot,sports,90
2023-03-30,SKU_A,South,46,rainy,none,79
2023-03-30,SKU_B,South,53,rainy,sports,79
2023-03-30,SKU_C,South,78,rainy,sports,97
2023-03-30,SKU_A,East,57,rainy,concert,74
2023-03-30,SKU_B,East,24,sunny,none,14
2023-03-30,SKU_C,East,55,cold,concert,28
2023-03-30,SKU_A,West,82,cold,concert,35
2023-03-30,SKU_B,West,64,sunny,none,70
2023-03-30,SKU_C,West,57,hot,concert,64
2023-03-31,SKU_A,North,59,hot,sports,67
2023-03-31,SKU_B,North,58,hot,concert,15
2023-03-31,SKU_C,North,63,hot,sports,60
2023-03-31,SKU_A,South,45,cold,sports,95
2023-03-31,SKU_B,South,86,rainy,none,72
2023-03-31,SKU_C,South,30,cold,none,63
2023-03-31,SKU_A,East,90,rainy,concert,6
2023-03-31,SKU_B,East,86,cold,none,11
2023-03-31,SKU_C,East,91,rainy,sports,97
2023-03-31,SKU_A,West,89,rainy,sports,27
2023-03-31,SKU_B,West,76,hot,none,9
2023-03-31,SKU_C,West,70,hot,none,12
2023-04-01,SKU_A,North,51,cold,sports,26
2023-04-01,SKU_B,North,100,cold,none,91
2023-04-01,SKU_C,North,86,rainy,concert,49
2023-04-01,SKU_A,South,42,rainy,concert,25
2023-04-01,SKU_B,South,101,cold,sports,15
2023-04-01,SKU_C,South,79,sunny,concert,56
2023-04-01,SKU_A,East,77,sunny,concert,16
2023-04-01,SKU_B,East,61,sunny,concert,26
2023-04-01,SKU_C,East,28,hot,none,34
2023-04-01,SKU_A,West,69,rainy,none,18
2023-04-01,SKU_B,West,102,rainy,concert,87
2023-04-01,SKU_C,West,74,rainy,none,47
2023-04-02,SKU_A,North,35,sunny,none,26
2023-04-02,SKU_B,North,44,rainy,concert,10
2023-04-02,SKU_C,North,55,hot,concert,14
2023-04-02,SKU_A,South,74,hot,concert,47
2023-04-02,SKU_B,South,81,cold,sports,31
2023-04-02,SKU_C,South,90,sunny,concert,47
2023-04-02,SKU_A,East,85,hot,concert,10
2023-04-02,SKU_B,East,49,sunny,sports,11
2023-04-02,SKU_C,East,78,hot,concert,1
2023-04-02,SKU_A,West,96,sunny,concert,97
2023-04-02,SKU_B,West,73,cold,concert,90
2023-04-02,SKU_C,West,78,rainy,sports,64
2023-04-03,SKU_A,North,72,cold,concert,98
2023-04-03,SKU_B,North,84,hot,concert,99
2023-04-03,SKU_C,North,64,cold,concert,5
2023-04-03,SKU_A,South,100,hot,concert,91
2023-04-03,SKU_B,South,60,rainy,none,14
